num,title,chars,body_chars,section_count,sections,has_method_section,has_experiment_section,has_conclusion_section,dataset_count,metric_count,extract_ok,extract_error
182,AutoML4ETC: Automated Neural Architecture Search for Real-World Encrypted Traffic Classification,66852,52094,6,"abstract,method,introduction,background,experiment,conclusion",True,True,True,0,1,,
183,Blockchain-Enabled Federated Learning for Enhanced Collaborative Intrusion Detection in Vehicular Edge Computing,58911,47486,7,"introduction,method,experiment,related_work,discussion,abstract,conclusion",True,True,True,4,10,,
184,BSTFNet: An Encrypted Malicious Traffic Classification Method Integrating Global Semantic and Spatiotemporal Features,63462,54782,7,"abstract,method,experiment,introduction,related_work,discussion,conclusion",True,True,True,4,7,,
185,CaCo: Attributed Network Anomaly Detection via Canonical Correlation Analysis,42571,33764,5,"abstract,method,introduction,experiment,discussion",True,True,False,1,1,,
186,Cactus: Obfuscating Bidirectional Encrypted TCP Traffic at Client Side,82789,67160,8,"abstract,introduction,discussion,method,background,experiment,related_work,conclusion",True,True,True,0,3,,
187,Calibrated One-Class Classification for Unsupervised Time Series Anomaly Detection,75499,63189,7,"abstract,introduction,method,related_work,experiment,conclusion,discussion",True,True,True,2,3,,
188,Classify Traffic Rather Than Flow: Versatile Multi-Flow Encrypted Traffic Classification With Flow Clustering,101737,90546,7,"abstract,experiment,method,introduction,related_work,background,conclusion",True,True,True,0,5,,
189,Classifying Tor Traffic Encrypted Payload Using Machine Learning,71971,64011,8,"abstract,method,introduction,conclusion,discussion,related_work,experiment,background",True,True,True,2,6,,
190,Clients Eligibility-Based Lightweight Protocol in Federated Learning: An IDS Use Case,79567,65845,6,"method,experiment,introduction,related_work,discussion,conclusion",True,True,True,2,1,,
191,Cluster and Conquer: Malicious Traffic Classification at the Edge,73944,61584,7,"abstract,method,introduction,background,experiment,discussion,conclusion",True,True,True,1,5,,
192,Combine intra- and inter-flow: A multimodal encrypted traffic classification model driven by diverse features,66757,55747,6,"method,abstract,introduction,background,experiment,discussion",True,True,False,2,1,,
193,CoMDet: A Contrastive Multimodal Pre-Training Approach to Encrypted Malicious Traffic Detection,37036,31389,4,"method,introduction,related_work,experiment",True,True,False,3,8,,
194,Constraining Adversarial Attacks on Network Intrusion Detection Systems: Transferability and Defense Analysis,108168,94596,7,"abstract,method,introduction,discussion,related_work,experiment,conclusion",True,True,True,4,0,,
195,Continuous Select-and-Prune Incremental Learning for Encrypted Traffic Classification in Distributed SDN Networks,43663,37969,5,"abstract,experiment,introduction,method,conclusion",True,True,True,0,2,,
196,Contrasting Estimation of Pattern Prototypes for Anomaly Detection in Urban Crowd Flow,74415,61814,8,"abstract,introduction,method,experiment,conclusion,background,related_work,discussion",True,True,True,0,5,,
197,Contrastive Time-Series Anomaly Detection,62170,51932,8,"abstract,introduction,method,related_work,background,conclusion,experiment,discussion",True,True,True,7,1,,
198,"CoopGBFS: A Federated Learning and Game-Theoretic-Based Approach for Personalized Security, Recommendation in 5G Beyond IoT Environments for Consumer Electronics",42488,38789,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,4,2,,
199,Correlation-Aware Spatial–Temporal Graph Learning for Multivariate Time-Series Anomaly Detection,92677,72234,7,"experiment,introduction,method,discussion,related_work,background,conclusion",True,True,True,3,0,,
200,Counterfactual Data Augmentation With Denoising Diffusion for Graph Anomaly Detection,71154,55321,8,"abstract,introduction,method,experiment,background,discussion,related_work,conclusion",True,True,True,0,8,,
201,Coupled Attention Networks for Multivariate Time Series Anomaly Detection,70704,58559,8,"abstract,introduction,method,related_work,experiment,background,discussion,conclusion",True,True,True,2,2,,
202,Credible Link Flooding Attack Detection and Mitigation: A Blockchain-Based Approach,83013,69052,7,"abstract,experiment,introduction,discussion,method,background,conclusion",True,True,True,0,7,,
203,Curved Geometric Networks for Visual Anomaly Recognition,70386,53437,8,"abstract,method,introduction,experiment,related_work,background,discussion,conclusion",True,True,True,1,0,,
204,DE-GNN: Dual embedding with graph neural network for fine-grained encrypted traffic classification,76220,59506,5,"abstract,conclusion,experiment,introduction,method",True,True,True,4,0,,
205,Deep Contrastive Representation Learning With Self-Distillation,59638,39873,7,"abstract,introduction,method,related_work,discussion,experiment,conclusion",True,True,True,0,1,,
206,Detecting Cloud Anomaly via Broad Network-Based Contrastive Autoencoder,67293,50881,7,"abstract,method,introduction,related_work,background,experiment,conclusion",True,True,True,1,5,,
207,Detecting Intentional AIS Shutdown in Open Sea Maritime Surveillance Using Self-Supervised Deep Learning,65607,55512,5,"abstract,introduction,method,experiment,conclusion",True,True,True,0,2,,
208,Distinguishing Tor From Other Encrypted Network Traffic Through Character Analysis,27468,23302,7,"abstract,introduction,experiment,related_work,background,method,conclusion",True,True,True,2,3,,
209,DroneSSL: Self-Supervised Multimodal Anomaly Detection in Internet of Drone Things,59081,51728,7,"abstract,introduction,discussion,method,related_work,experiment,conclusion",True,True,True,0,3,,
210,DualAttlog: Context aware dual attention networks for log-based anomaly detection,84166,78290,6,"abstract,introduction,method,discussion,experiment,conclusion",True,True,True,2,5,,
211,ECNet: Robust Malicious Network Traffic Detection With Multi-View Feature and Confidence Mechanism,78100,69924,7,"abstract,method,introduction,related_work,background,experiment,discussion",True,True,False,4,4,,
212,Efficient Secure Inference Scheme in Multiparty Settings for Industrial Internet of Things,55260,48168,6,"abstract,introduction,method,background,experiment,conclusion",True,True,True,0,2,,
213,Encoder-Decoder Contrast for Unsupervised Anomaly Detection in Medical Images,53453,41916,7,"abstract,method,introduction,related_work,experiment,background,discussion",True,True,False,2,1,,
214,Encrypted malicious traffic detection based on natural language processing and deep learning,81883,65575,5,"abstract,experiment,introduction,method,discussion",True,True,False,3,10,,
215,Encrypted traffic classification based on contrastive learning with spatial-temporal feature fusion,27445,22507,5,"abstract,introduction,method,experiment,conclusion",True,True,True,5,4,,
216,Energy-Efficient Self-Supervised Technique to Identify Abnormal User Over 5G Network for E-Commerce,42539,36332,7,"abstract,method,introduction,related_work,experiment,conclusion,discussion",True,True,True,0,9,,
217,Enhanced Network Intrusion Detection System for Internet of Things Security Using Multimodal Big Data Representation with Transfer Learning and Game Theory,94069,80868,7,"abstract,introduction,method,related_work,discussion,conclusion,experiment",True,True,True,4,8,,
218,Enhanced Pseudo-Label Generation With Self-Supervised Training for Weakly- Supervised Semantic Segmentation,62349,46596,8,"abstract,introduction,method,background,related_work,experiment,discussion,conclusion",True,True,True,1,1,,
219,Evaluating Federated Learning-Based Intrusion Detection Scheme for Next Generation Networks,68249,54944,6,"abstract,experiment,introduction,method,conclusion,background",True,True,True,6,2,,
220,Explosive Cyber Security Threats During COVID-19 Pandemic and a Novel Tree-Based Broad Learning System to Overcome,48594,37905,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,6,7,,
221,Extensible Machine Learning for Encrypted Network Traffic Application Labeling via Uncertainty Quantification,79367,63575,7,"abstract,method,introduction,experiment,related_work,discussion,conclusion",True,True,True,4,5,,
222,Fast and Accurate Multi-Task Learning for Encrypted Network Traffic Classification,86105,73168,6,"abstract,method,introduction,experiment,conclusion,discussion",True,True,True,4,2,,
223,Federated Deep Learning for Intrusion Detection in Consumer-Centric Internet of Things,60491,45259,5,"abstract,method,introduction,experiment,conclusion",True,True,True,8,7,,
224,Federated Deep Reinforcement Learning for Efficient Jamming Attack Mitigation in O-RAN,49213,37815,4,"abstract,introduction,method,related_work",True,False,False,0,3,,
225,Federated Learning-Assisted Distributed Intrusion Detection Using Mesh Satellite Nets for Autonomous Vehicle Protection,41656,33826,5,"method,introduction,experiment,related_work,conclusion",True,True,True,5,7,,
226,Federated Learning-Based Personalized Recommendation Systems: An Overview on Security and Privacy Challenges,63343,46390,6,"abstract,introduction,background,method,discussion,conclusion",True,False,True,0,2,,
227,FedETC: Encrypted traffic classification based on federated learning,34880,28066,4,"method,introduction,experiment,conclusion",True,True,True,2,4,,
228,FedPot: A Quality-Aware Collaborative and Incentivized Honeypot-Based Detector for Smart Grid Networks,88010,75946,8,"abstract,method,background,introduction,related_work,experiment,discussion,conclusion",True,True,True,3,10,,
229,FRHIDS: Federated Learning Recommender Hybrid Intrusion Detection System Model in Software-Defined Networking for Consumer Devices,37136,32044,7,"abstract,method,introduction,experiment,discussion,background,conclusion",True,True,True,6,4,,
230,Fusion Graph Structure Learning-Based Multivariate Time Series Anomaly Detection With Structured Prior Knowledge,59728,49235,7,"abstract,introduction,method,background,related_work,experiment,conclusion",True,True,True,7,6,,
231,GCN-MHSA: A novel malicious traffic detection method based on graph convolutional neural network and multi-head self-attention mechanism,85256,71747,7,"abstract,experiment,introduction,related_work,method,conclusion,discussion",True,True,True,4,9,,
232,Generalized Out-of-Distribution Fault Diagnosis (GOOFD) via Internal Contrastive Learning,47610,37546,7,"abstract,method,introduction,experiment,background,discussion,conclusion",True,True,True,0,3,,
233,GETRF: A General Framework for Encrypted Traffic Identification With Robust Representation Based on Datagram Structure,68153,56874,8,"abstract,introduction,method,background,related_work,experiment,discussion,conclusion",True,True,True,5,2,,
234,Global-to-Local Spatial–Spectral Awareness Transformer Network for Hyperspectral Anomaly Detection,98121,75598,7,"abstract,method,experiment,introduction,background,discussion,conclusion",True,True,True,0,2,,
235,Graph Anomaly Detection via Multi-View Discriminative Awareness Learning,58215,47206,6,"abstract,experiment,method,introduction,related_work,conclusion",True,True,True,1,0,,
236,Graph Autoencoder Anomaly Detection for E-Commerce Application by Contextual Integrating Contrast With Reconstruction and Complementarity,40950,37470,5,"abstract,introduction,method,experiment,conclusion",True,True,True,2,3,,
237,Graph Structure Change-Based Anomaly Detection in Multivariate Time Series of Industrial Processes,52039,41027,6,"abstract,introduction,experiment,discussion,related_work,method",True,True,False,5,3,,
238,Graph Structure Learning-Based Multivariate Time Series Anomaly Detection in Internet of Things for Human-Centric Consumer Applications,59317,53625,6,"introduction,method,experiment,related_work,discussion,conclusion",True,True,True,5,5,,
239,Guest Editorial Introduction to the Special Section on Next-Generation Traffic Measurement With Network-Wide Perspective and Artificial Intelligence,27784,27784,3,"introduction,method,discussion",True,False,False,0,2,,
240,"Guest Editorial Introduction to the Special Section on Open Radio Access Networks: Architecture, Challenges, Opportunities, and Use Cases in Vehicular Networks",18775,18775,3,"introduction,method,conclusion",True,False,True,0,2,,
241,Guest Editorial: Special Issue on Graph Learning,22661,22661,2,"method,experiment",True,True,False,0,1,,
242,Hierarchical-Instance Contrastive Learning for Minority Detection on Imbalanced Medical Datasets,58816,47459,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,3,4,,
243,HybridAD: A Hybrid Model-Driven Anomaly Detection Approach for Multivariate Time Series,62110,51936,6,"introduction,related_work,method,experiment,discussion,conclusion",True,True,True,6,5,,
244,I $^{2}$ RNN: An Incremental and Interpretable Recurrent Neural Network for Encrypted Traffic Classification,85690,69053,7,"introduction,method,related_work,experiment,background,conclusion,discussion",True,True,True,0,1,,
245,Integrating Entity Attributes for Error-Aware Knowledge Graph Embedding,88052,74524,7,"abstract,method,introduction,experiment,discussion,related_work,conclusion",True,True,True,0,1,,
246,Inter-Flow Spatio-Temporal Correlation Analysis Based Website Fingerprinting Using Graph Neural Network,69778,59672,7,"abstract,introduction,method,background,experiment,conclusion,discussion",True,True,True,2,1,,
247,K-GetNID: Knowledge-Guided Graphs for Early and Transferable Network Intrusion Detection,64551,53337,7,"abstract,experiment,method,introduction,background,discussion,conclusion",True,True,True,2,5,,
248,KnowCTI: Knowledge-based cyber threat intelligence entity and relation extraction,70931,59335,7,"introduction,method,background,experiment,discussion,conclusion,related_work",True,True,True,0,3,,
249,Label-Free Multivariate Time Series Anomaly Detection,69912,53500,7,"abstract,introduction,method,experiment,related_work,background,discussion",True,True,False,2,1,,
250,Large-Scale Visual Language Model Boosted by Contrast Domain Adaptation for Intelligent Industrial Visual Monitoring,49898,42870,5,"abstract,introduction,method,experiment,discussion",True,True,False,3,1,,
251,Let model keep evolving: Incremental learning for encrypted traffic classification,96794,83158,8,"method,introduction,related_work,background,experiment,abstract,discussion,conclusion",True,True,True,4,2,,
252,LLM-TIKG: Threat intelligence knowledge graph construction utilizing large language model,64557,59149,8,"abstract,introduction,conclusion,background,method,experiment,related_work,discussion",True,True,True,1,2,,
253,LogFiT: Log Anomaly Detection Using Fine-Tuned Language Models,53176,43733,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,3,2,,
254,Machine learning-enabled hybrid intrusion detection system with host data transformation and an advanced two-stage classifier,76671,57222,7,"abstract,method,introduction,related_work,discussion,experiment,conclusion",True,True,True,8,5,,
255,MAG: A Novel Approach for Effective Anomaly Detection in Spacecraft Telemetry Data,41863,33827,4,"method,introduction,experiment,discussion",True,True,False,2,5,,
256,Marina : Realizing ML-Driven Real-Time Network Traffic Monitoring at Terabit Scale,105961,75503,7,"abstract,method,introduction,experiment,discussion,related_work,conclusion",True,True,True,3,4,,
257,MCRe: A Unified Framework for Handling Malicious Traffic With Noise Labels Based on Multidimensional Constraint Representation,64720,53870,5,"method,introduction,related_work,experiment,discussion",True,True,False,7,2,,
258,"Meta: Toward a Unified, Multimodal Dataset for Network Intrusion Detection Systems",37607,32566,6,"abstract,background,method,conclusion,experiment,discussion",True,True,True,4,6,,
259,MetaCluster: A Universal Interpretable Classification Framework for Cybersecurity,65601,50434,7,"abstract,method,introduction,experiment,related_work,discussion,conclusion",True,True,True,1,5,,
260,MetaRockETC: Adaptive Encrypted Traffic Classification in Complex Network Environments via Time Series Analysis and Meta-Learning,85005,71935,8,"abstract,introduction,method,background,related_work,discussion,experiment,conclusion",True,True,True,4,2,,
261,MLaD²: A Semi-Supervised Money Laundering Detection Framework Based on Decoupling Training,70318,58057,7,"abstract,experiment,introduction,method,related_work,discussion,conclusion",True,True,True,0,2,,
262,MPAF: Encrypted Traffic Classification With Multi-Phase Attribute Fingerprint,70827,61364,6,"abstract,introduction,method,related_work,experiment,discussion",True,True,False,2,3,,
263,MSNet: Self-Supervised Multiscale Network With Enhanced Separation Training for Hyperspectral Anomaly Detection,61256,50951,7,"abstract,background,introduction,method,experiment,discussion,conclusion",True,True,True,1,3,,
264,MTSecurity: Privacy-Preserving Malicious Traffic Classification Using Graph Neural Network and Transformer,67350,58589,8,"abstract,method,introduction,discussion,related_work,experiment,background,conclusion",True,True,True,5,3,,
265,Multi-Task Scenario Encrypted Traffic Classification and Parameter Analysis,88219,78882,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,4,1,,
266,Multichannel Anomaly Detection for Spacecraft Time Series Using MAP Estimation,62761,50383,4,"introduction,method,experiment,conclusion",True,True,True,6,5,,
267,Multimodal Brain Tumor Segmentation Boosted by Monomodal Normal Brain Images,51661,43308,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,3,3,,
268,Multipattern Integrated Networks With Contrastive Pretraining for Graph Anomaly Detection,60935,43938,5,"experiment,introduction,method,related_work,conclusion",True,True,True,0,0,,
269,Multiview Deep Anomaly Detection: A Systematic Exploration,85343,66869,8,"abstract,introduction,method,experiment,related_work,background,discussion,conclusion",True,True,True,2,1,,
270,Network intrusion detection leveraging multimodal features,70528,56811,7,"abstract,introduction,method,discussion,related_work,experiment,conclusion",True,True,True,2,8,,
271,No More Data Silos: Unified Microservice Failure Diagnosis With Temporal Knowledge Graph,74135,57251,7,"introduction,conclusion,method,related_work,experiment,background,discussion",True,True,True,0,3,,
272,Normal Image Guided Segmentation Framework for Unsupervised Anomaly Detection,69471,55174,7,"abstract,method,introduction,experiment,related_work,discussion,conclusion",True,True,True,0,0,,
273,One Model to Find Them All Deep Learning for Multivariate Time-Series Anomaly Detection in Mobile Network Data,74460,62023,6,"method,introduction,related_work,experiment,conclusion,discussion",True,True,True,1,5,,
274,One Train for Two Tasks: An Encrypted Traffic Classification Framework Using Supervised Contrastive Learning,70819,49645,8,"method,abstract,introduction,experiment,background,discussion,related_work,conclusion",True,True,True,5,5,,
275,Online Self-Supervised Deep Learning for Intrusion Detection Systems,82975,67363,6,"abstract,introduction,method,related_work,experiment,conclusion",True,True,True,7,7,,
276,Open set identification of malicious encrypted traffic based on multi-feature fusion,76526,30621,5,"abstract,method,introduction,experiment,related_work",True,True,False,3,2,,
277,Overcoming Limited Fault Data: Intermittent Fault Detection in Analog Circuits via Improved GAN,50894,40288,5,"abstract,method,introduction,experiment,conclusion",True,True,True,0,4,,
278,Pixel-Level Contrastive Pretrainer for Industrial Image Representation,70017,55178,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,4,7,,
279,Poison-Resilient Anomaly Detection: Mitigating Poisoning Attacks in Semi-Supervised Encrypted Traffic Anomaly Detection,70287,58798,6,"method,introduction,experiment,background,discussion,conclusion",True,True,True,0,1,,
280,Practical Cyber Attack Detection With Continuous Temporal Graph in Dynamic Network System,69130,59648,7,"abstract,experiment,method,introduction,related_work,discussion,conclusion",True,True,True,3,4,,
281,Privacy-Preserving Few-Shot Traffic Detection Against Advanced Persistent Threats via Federated Meta Learning,61107,47231,7,"abstract,method,introduction,experiment,related_work,background,conclusion",True,True,True,5,7,,
282,"Produce Once, Utilize Twice for Anomaly Detection",80215,64208,7,"abstract,method,experiment,introduction,related_work,discussion,conclusion",True,True,True,1,1,,
283,ProFi: Scalable and Efficient Website Fingerprinting,93059,71771,6,"abstract,introduction,method,background,experiment,conclusion",True,True,True,0,6,,
284,ProGen: Projection-Based Adversarial Attack Generation Against Network Intrusion Detection,79234,69471,7,"abstract,introduction,method,background,experiment,related_work,conclusion",True,True,True,6,0,,
285,"quantile-Long Short Term Memory: A Robust, Time Series Anomaly Detection Method",60773,53285,6,"abstract,method,introduction,experiment,related_work,discussion",True,True,False,1,4,,
286,Reconstruction-Based Supervised Contrastive Learning for Unknown Device Identification in Nonintrusive Load Monitoring,60219,48593,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,3,3,,
287,ReFLIP-VAD: Towards Weakly Supervised Video Anomaly Detection via Vision-Language Model,84757,68531,7,"abstract,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,3,5,,
288,Regularity Learning via Explicit Distribution Modeling for Skeletal Video Anomaly Detection,68918,51806,6,"abstract,method,experiment,introduction,discussion,conclusion",True,True,True,2,4,,
289,Relation-aware heterogeneous graph neural network for entity alignment,46423,37471,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,1,1,,
290,Rethinking Robust Multivariate Time Series Anomaly Detection: A Hierarchical Spatio-Temporal Variational Perspective,70295,57610,7,"abstract,introduction,method,related_work,discussion,experiment,conclusion",True,True,True,4,6,,
291,Review of Accident Detection Methods Using Dashcam Videos for Autonomous Driving Vehicles,103434,83639,7,"abstract,introduction,method,background,experiment,discussion,conclusion",True,True,True,0,2,,
292,RFG-HELAD: A Robust Fine-Grained Network Traffic Anomaly Detection Model Based on Heterogeneous Ensemble Learning,90657,79468,8,"abstract,method,introduction,related_work,background,experiment,discussion,conclusion",True,True,True,3,3,,
293,RustGraph: Robust Anomaly Detection in Dynamic Graphs by Jointly Learning Structural-Temporal Dependency,68844,52114,7,"abstract,conclusion,method,introduction,background,discussion,experiment",True,True,True,1,2,,
294,SaRLog: Semantic-Aware Robust Log Anomaly Detection via BERT-Augmented Contrastive Learning,46502,39050,6,"abstract,method,introduction,discussion,experiment,conclusion",True,True,True,0,6,,
295,Scalable Industrial Visual Anomaly Detection With Partial Semantics Aggregation Vision Transformer,83258,71518,6,"abstract,method,experiment,introduction,discussion,conclusion",True,True,True,2,2,,
296,Secure Attack Detection Framework for Hierarchical 6G-Enabled Internet of Vehicles,51831,45703,5,"abstract,introduction,method,experiment,conclusion",True,True,True,0,5,,
297,Self-Supervised Deep Clustering Method for Detecting Abnormal Data of Wastewater Treatment Process,54731,45232,6,"abstract,introduction,method,background,experiment,conclusion",True,True,True,0,3,,
298,Self-Supervised Learning and Multisource Heterogeneous Information Fusion Based Quality Anomaly Detection for Heavy-Plate Shape,53147,43430,6,"abstract,introduction,method,discussion,experiment,conclusion",True,True,True,3,1,,
299,"Self-Supervised Learning for Time Series Analysis: Taxonomy, Progress, and Prospects",123750,75155,6,"abstract,method,discussion,introduction,experiment,conclusion",True,True,True,0,0,,
300,Self-Supervised Masked Convolutional Transformer Block for Anomaly Detection,98556,73787,7,"method,introduction,experiment,related_work,abstract,discussion,conclusion",True,True,True,4,7,,
301,Semi-Supervised Encrypted Malicious Traffic Detection Based on Multimodal Traffic Characteristics,96453,89395,5,"introduction,method,experiment,discussion,conclusion",True,True,True,5,6,,
302,Sharing cyber threat intelligence: Does it really help?,112989,32240,4,"abstract,introduction,background,method",True,False,False,3,0,,
303,SLA2P: Self-Supervised Anomaly Detection With Adversarial Perturbation,62400,44199,5,"introduction,method,discussion,experiment,conclusion",True,True,True,1,4,,
304,Sliding Dual-Window-Inspired Reconstruction Network for Hyperspectral Anomaly Detection,79339,54834,7,"abstract,introduction,background,method,experiment,discussion,conclusion",True,True,True,0,0,,
305,SMCNet: Sparse-Inspired Masked Convolutional Network for Hyperspectral Anomaly Detection,84576,70076,8,"abstract,background,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,1,10,,
306,Space Decoupled Prototype Learning for Few-Shot Attack Detection in Cyber–Physical Systems,64336,55065,7,"abstract,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,5,9,,
307,SYN-GAN: A robust intrusion detection system using GAN-based synthetic data for IoT security,49464,43433,7,"abstract,introduction,related_work,method,experiment,discussion,conclusion",True,True,True,7,5,,
308,Tensor Recurrent Neural Network With Differential Privacy,54275,44484,6,"abstract,method,experiment,introduction,background,conclusion",True,True,True,3,3,,
309,Text-Driven Traffic Anomaly Detection With Temporal High-Frequency Modeling in Driving Videos,69712,55854,6,"abstract,method,introduction,experiment,discussion,background",True,True,False,0,2,,
310,Time-Series Anomaly Detection in Automated Vehicles Using D-CNN-LSTM Autoencoder,60048,46551,7,"abstract,method,introduction,conclusion,experiment,related_work,discussion",True,True,True,1,4,,
311,Time Series Anomaly Detection in Vehicle Sensors Using Self-Attention Mechanisms,61926,47610,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,0,7,,
312,TMANomaly: Time-Series Mutual Adversarial Networks for Industrial Anomaly Detection,45885,37618,6,"abstract,method,introduction,experiment,related_work,discussion",True,True,False,2,1,,
313,Toward Generating a New Cloud-Based Distributed Denial of Service (DDoS) Dataset and Cloud Intrusion Traffic Characterization,95562,84057,7,"abstract,method,introduction,discussion,experiment,related_work,conclusion",True,True,True,8,1,,
314,Toward Video Anomaly Retrieval From Video Anomaly Detection: New Benchmarks and Model,66188,44626,6,"abstract,experiment,introduction,related_work,method,conclusion",True,True,True,0,4,,
315,Towards Efficient Cross-Modal Anomaly Detection Using Triple-Adaptive Network and Bi-Quintuple Contrastive Learning,68256,58373,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,2,6,,
316,Transforms-Based Bayesian Tensor Completion Method for Network Traffic Measurement Data Recovery,59689,48868,7,"method,abstract,introduction,background,discussion,experiment,conclusion",True,True,True,3,3,,
317,TS-DP: An Efficient Data Processing Algorithm for Distribution Digital Twin Grid for Industry 5.0,56450,43735,6,"abstract,introduction,method,experiment,related_work,conclusion",True,True,True,0,2,,
318,Two-stage multi-datasource machine learning for attack technique and lifecycle detection,76763,71025,8,"abstract,introduction,background,method,experiment,discussion,conclusion,related_work",True,True,True,1,2,,
319,UAC-AD: Unsupervised Adversarial Contrastive Learning for Anomaly Detection on Multi-Modal Data in Microservice Systems,73167,61888,7,"abstract,experiment,introduction,related_work,method,discussion,conclusion",True,True,True,3,3,,
320,Unsupervised Anomaly Detection on Attributed Networks With Graph Contrastive Learning for Consumer Electronics Security,58940,46321,8,"abstract,introduction,discussion,related_work,method,background,experiment,conclusion",True,True,True,3,5,,
321,Unveiling malicious DNS behavior profiling and generating benchmark dataset through application layer traffic analysis,90459,82522,7,"abstract,method,introduction,conclusion,related_work,experiment,discussion",True,True,True,3,3,,
322,Unveiling shadows: A comprehensive framework for insider threat detection based on statistical and sequential analysis,82218,72911,7,"introduction,related_work,method,discussion,experiment,abstract,conclusion",True,True,True,3,1,,
323,Vehicular Social Dynamic Anomaly Detection With Recurrent Multi-Mask Aggregator Enabled VAE,79084,62515,7,"abstract,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,0,5,,
324,WAKE: A Weakly Supervised Business Process Anomaly Detection Framework via a Pre-Trained Autoencoder,73240,58980,8,"abstract,method,introduction,related_work,background,experiment,discussion,conclusion",True,True,True,0,1,,
325,WF-Transformer: Learning Temporal Features for Accurate Anonymous Traffic Identification by Using Transformer Networks,73253,59630,7,"abstract,introduction,method,experiment,background,discussion,conclusion",True,True,True,2,9,,
326,Zero-Day Guardian: A Dual Model Enabled Federated Learning Framework for Handling Zero-Day Attacks in 5G Enabled IIoT,54456,46908,7,"abstract,method,introduction,related_work,experiment,conclusion,discussion",True,True,True,1,7,,
327,Zero-X: A Blockchain-Enabled Open-Set Federated Learning Framework for Zero-Day Attack Detection in IoV,75139,66308,6,"abstract,method,introduction,related_work,experiment,conclusion",True,True,True,0,6,,
328,智能溯源分析与入侵检测: 洞察、挑战与展望,66469,66469,5,"abstract,method,discussion,experiment,background",True,True,False,0,1,,
329,基于机器学习的加密流量分类研究综述,66185,38659,3,"abstract,experiment,discussion",False,True,False,10,2,,
330,基于图像化方法的恶意软件检测与分类综述,92384,92384,0,,False,False,False,0,0,,
331,A Cascaded Broad Learning Network Embedded Image Features for Malware Traffic Classification,66974,54760,6,"abstract,method,introduction,discussion,experiment,conclusion",True,True,True,3,3,,
332,A Cloud Collaborative-Based Intrusion Detection and Prevention System for IVN,84947,73111,8,"abstract,introduction,method,background,discussion,experiment,related_work,conclusion",True,True,True,0,6,,
333,A Comprehensive Benchmark and Empirical Study of Trace Anomaly Detection,67956,56508,6,"method,introduction,background,experiment,discussion,conclusion",True,True,True,2,2,,
334,A Data-Driven Approach to Mitigate Evolving Volumetric Attacks in Programmable Networks,94368,84303,7,"abstract,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,2,4,,
335,A Dual-Discriminator Generative Adversarial Network for Anomaly Detection,57633,46211,7,"abstract,introduction,method,related_work,background,conclusion,experiment",True,True,True,0,2,,
336,A dynamic provenance graph-based detector for advanced persistent threats,70015,68194,7,"abstract,introduction,method,related_work,discussion,experiment,conclusion",True,True,True,0,6,,
337,A Hierarchical Framework With Spatio-Temporal Consistency Learning for Emergence Detection in Complex Adaptive Systems,78460,63012,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,3,4,,
338,A Lightweight Intrusion Detection System with Dynamic Feature Fusion Federated Learning for Vehicular Network Security,67190,56459,7,"abstract,introduction,related_work,method,discussion,experiment,conclusion",True,True,True,1,5,,
339,A Membership Inference and Adversarial Attack Defense Framework for Network Traffic Classifiers,66140,55868,5,"abstract,method,introduction,experiment,conclusion",True,True,True,3,1,,
340,A Meta-Unified Global Cyber Threat Intelligence Model for Industrial Cross-Cloud Networks,49125,41417,6,"method,abstract,introduction,experiment,discussion,conclusion",True,True,True,3,12,,
341,A Moving Target DDoS Defense Approach in Consortium Blockchain,86816,74103,6,"abstract,experiment,introduction,method,conclusion,related_work",True,True,True,0,3,,
342,A multi-source log semantic analysis-based attack investigation approach,97810,86913,7,"abstract,method,introduction,related_work,discussion,background,experiment",True,True,False,3,6,,
343,A Multi-View-Based Federated Learning Approach for Intrusion Detection,77873,67691,7,"abstract,method,experiment,introduction,related_work,discussion,conclusion",True,True,True,6,6,,
344,"A Novel Hybrid, BERT and Deep Learning Model Network Intrusion Detection System for Healthcare Electronics",45939,29458,6,"abstract,introduction,experiment,method,related_work,conclusion",True,True,True,2,7,,
345,A Privacy-Preserving Graph Neural Network for Network Intrusion Detection,79321,66671,8,"abstract,introduction,experiment,method,background,related_work,conclusion,discussion",True,True,True,0,2,,
