num,title,category,relevance,repo,url,status,target,languages,datasets,readme,train_files,model_files,data_files
505,Overcoming the Identity Mapping Problem in Self-Supervised Hyperspectral Anomaly Detection,多媒体、医学、遥感与视频异常检测,弱相关,Super-AD,https://github.com/yc-cui/Super-AD,downloaded,source\Super-AD,"Python:9, YAML:1, Jupyter:1",Tor、cert、msl、smd、ton、tor,README.md、readme.md、Readme.md,train.py,SuperAD/model.py；SuperAD/network.py,dataset.py
509,Privacy-Preserving Lightweight Time-Series Anomaly Detection for Resource-Limited Industrial IoT Edge Devices,IoT、车联网、工业互联网与边缘安全,中相关,PPLAD,https://github.com/infogroup502/PPLAD,downloaded,source\PPLAD,"Python:30, Shell:7",MSL、SMAP、SMD、SWaT、Tor、WaDi、msl、smap,README.md、readme.md、Readme.md,,,metrics/vus/models/feature.py
522,Revolutionizing Encrypted Traffic Classification with MH-Net: A Multi-View Heterogeneous Graph Model,加密流量分类与应用识别,强相关,MH-Net,https://github.com/ViktorAxelsen/MH-Net,downloaded,source\MH-Net,Python:9,CICIoT、ISCX、TOR、Tor、VPN、ciciot、iscx、tor,README.md、readme.md、Readme.md,train_new.py,model_new_aug.py,dataloader.py；preprocess.py
526,Robustifying ML-powered Network Classifiers with PANTS,加密流量分类与应用识别,强相关,jinminhao/PANTS,https://github.com/jinminhao/PANTS,downloaded,source\PANTS,"Python:90, Shell:15, JSON:2",VPN、cert、ton、tor、vpn,README.md、readme.md、Readme.md,,,
527,Robustness Matters: Pre-Training Can Enhance the Performance of Encrypted Traffic Analysis,加密流量分类与应用识别,强相关,BERT-ps,https://github.com/Shangshu-LAB/BERT-ps,downloaded,source\BERT-ps,"Python:8, JSON:5",Cert、cert、tor,README.md、readme.md、Readme.md,,,
537,Self-Calibrated CLIP for Training-Free Open-Vocabulary Segmentation,多媒体、医学、遥感与视频异常检测,弱相关,SCCLIP,https://github.com/SuleBai/SCCLIP,failed,source\SCCLIP,,,,,,
538,Self-Supervised Adaptation Method to Concept Drift for Network Intrusion Detection,入侵检测与网络异常检测,强相关,ReCDA,https://github.com/kalendsyang/ReCDA,downloaded,source\ReCDA,Python:5,KDD、dapt、tor、unsw,README.md、readme.md、Readme.md,,src/model.py,
540,Self-Supervised Anomaly Detection With Neural Transformations,其他AI安全与跨域异常检测,弱相关,NeuTraL-AD,https://github.com/boschresearch/NeuTraL-AD,downloaded,source\NeuTraL-AD,"Python:22, YAML:11",KDD、Tor、cert、dapt、kdd、tor,README.md、readme.md、Readme.md,,,Extract_img_features.py；config/Dataset_Class.py；DATA/arabic_digits/processing.py
547,SnifferDog: Comprehensively Learning Heterogeneous Features of Network Traffic to Identify Malicious Flows,加密流量分类与应用识别,强相关,SnifferDog,https://github.com/ciat-gzhu/SnifferDog,downloaded,source\SnifferDog,Python:18,CICIDS、CICIOT、ISCX、TON、Tor、UNSW、dapt、tor,README.md、readme.md、Readme.md,utils/train.py,,
557,TeRed: Normal Behavior-Based Efficient Provenance Graph Reduction for Large-Scale Attack Forensics,图学习、知识图谱与威胁情报,强相关,TeRed,https://github.com/THSS-GAD/TeRed,downloaded,source\TeRed,"JSON:425, Python:33, Shell:1",cert、dapt、tor,README.md、readme.md、Readme.md,deeplog/train.py,unicorn/model.py,deeplog/preprocess.py；deeplog/processData.py；unicorn/preprocess.sh
559,The Sweet Danger of Sugar: Debunking Representation Learning for Encrypted Traffic Classification,加密流量分类与应用识别,强相关,Debunk_Traffic_Representation,https://github.com/SmartData-Polito/Debunk_Traffic_Representation,downloaded,source\Debunk_Traffic_Representation,"Python:218, JSON:25, Shell:17, Jupyter:15, YAML:8",CICIDS、ISCX、Mawi、TOR、ToR、Ton、Tor、VPN,README.md、readme.md、Readme.md,code/ET-BERT/uer/trainer.py；code/PCAP_encoder/2.Training/Denoiser/train.py；code/PCAP_encoder/2.Training/QA/train.py；code/TrafficFormer/uer/trainer.py,code/ET-BERT/uer/model_builder.py；code/ET-BERT/uer/model_loader.py；code/ET-BERT/uer/model_saver.py；code/ET-BERT/uer/models/model.py；code/netFound/src/train/NetfoundConfig.py；code/netFound/src/train/NetFoundDataCollator.py,code/ET-BERT/preprocess.py；code/ET-BERT/data_process/dataset_cleanning.py；code/ET-BERT/data_process/dataset_generation.py；code/ET-BERT/data_process/dataset_generation_ori.py；code/ET-BERT/uer/utils/dataloader.py；code/ET-BERT/uer/utils/dataset.py
566,TrafficFormer: An Efficient Pre-trained Model for Traffic Data,图学习、知识图谱与威胁情报,中相关,TrafficFormer,https://github.com/IDP-code/TrafficFormer,downloaded,source\TrafficFormer,"Python:55, JSON:7",Tor、dapt、nsl、tor,README.md、readme.md、Readme.md,uer/trainer.py,uer/model_builder.py；uer/model_loader.py；uer/model_saver.py；uer/models/model.py,pre-training/preprocess.py
567,TrafficLLM: Enhancing Large Language Models for Network Traffic Analysis with Generic Traffic Representation,网络流量监测、测量与工具,强相关,TrafficLLM,https://github.com/ZGC-LLM-Safety/TrafficLLM,downloaded,source\TrafficLLM,"Python:77, Shell:5, JSON:4, YAML:2, Jupyter:2",DAPT、ISCX、Quic、TOR、Tor、USTC、VPN、cert,README.md、readme.md、Readme.md,Adapt2GLM4/FT/train.sh；dual-stage-tuning/trainer.py；dual-stage-tuning/trainer_seq2seq.py；llm/llama-recipes/training_script.py；llm/llama-recipes/configs/training.py；llm/llama-recipes/utils/train_utils.py,llm/llama-recipes/inference/model_utils.py,Adapt2GLM4/Preprocess.py；llm/llama-recipes/configs/datasets.py；llm/llama-recipes/preprocess/preprocess_dataset.py；llm/llama-recipes/preprocess/preprocess_pretrain.py；llm/llama-recipes/preprocess/preprocess_utils.py；llm/llama-recipes/traffic_preprocess/preprocess_dataset.py
568,Training Robust Classifiers for Classifying Encrypted Traffic under Dynamic Network Conditions,加密流量分类与应用识别,强相关,MAML-Training-ETC,https://github.com/XXnormal/MAML-Training-ETC,downloaded,source\MAML-Training-ETC,Python:5,Tor、tor,README.md、readme.md、Readme.md,train.py,,dataset.py
572,VarAD: Lightweight High-Resolution Image Anomaly Detection via Visual Autoregressive Modeling,多媒体、医学、遥感与视频异常检测,中相关,VarAD,https://github.com/caoyunkang/VarAD,downloaded,source\VarAD,"Python:36, JSON:14, Shell:1",Quic、Tor、dapt、mvtec、nsl、quic、ton、tor,README.md、readme.md、Readme.md,model/VarAD/trainer.py,model/VarAD/tokenizer_backbones/dino/model.py,
586,A Novel Contrastive Loss for Zero-Day Network Intrusion Detection,入侵检测与网络异常检测,强相关,CLOSR,https://github.com/jackwilkie/CLOSR,downloaded,source\CLOSR,Python:32,Tor、ton、tor,README.md、readme.md、Readme.md,train_clad.py；train_closr.py；baseline_implementations/common/training_loops.py,baseline_implementations/common/model_eval.py；model/model.py,baseline_implementations/common/process_batch.py；util/features.py
594,Adapting Large Language Models for Encrypted Traffic Analysis Services: An Efficient Realization With Mixture of LoRA Experts,加密流量分类与应用识别,强相关,TrafficLLM,https://github.com/yiliucs/TrafficLLM,downloaded,source\TrafficLLM,"Python:77, Shell:5, JSON:4, YAML:2, Jupyter:2",DAPT、ISCX、Quic、TOR、Tor、USTC、VPN、cert,README.md、readme.md、Readme.md,Adapt2GLM4/FT/train.sh；dual-stage-tuning/trainer.py；dual-stage-tuning/trainer_seq2seq.py；llm/llama-recipes/training_script.py；llm/llama-recipes/configs/training.py；llm/llama-recipes/utils/train_utils.py,llm/llama-recipes/inference/model_utils.py,Adapt2GLM4/Preprocess.py；llm/llama-recipes/configs/datasets.py；llm/llama-recipes/preprocess/preprocess_dataset.py；llm/llama-recipes/preprocess/preprocess_pretrain.py；llm/llama-recipes/preprocess/preprocess_utils.py；llm/llama-recipes/traffic_preprocess/preprocess_dataset.py
596,Adaptive Graph Filtering Neural Network for Graph Anomaly Detection,图学习、知识图谱与威胁情报,中相关,AGFNN,https://github.com/TFboys-lzz/AGFNN,downloaded,source\AGFNN,,,README.md、readme.md、Readme.md,,,
601,Advancing Pre-Trained Teacher: Towards Robust Feature Discrepancy for Anomaly Detection,入侵检测与网络异常检测,中相关,AAND,https://github.com/Hui-design/AAND,downloaded,source\AAND,Python:27,MVTec、MvTec、Quic、Tor、dapt、mvtec、ton、tor,README.md、readme.md、Readme.md,train.py；vit_version/train_vit.py,vit_version/clip/model.py；vit_version/clip_rar/model.py,
610,Ano2Rule: Rule-Based Global Interpretation for Unsupervised Anomaly Detection in Security,入侵检测与网络异常检测,中相关,UADRule-Extraction,https://github.com/Ruoyu-Li/UADRule-Extraction,failed,source\UADRule-Extraction,,,,,,
613,AUCp: Pseudo-AUC for Inference Model Selection with Unlabeled Validation Data in Abnormality Detection,入侵检测与网络异常检测,中相关,AUCp,https://github.com/mahfuzmohammad/AUCp,downloaded,source\AUCp,"Python:92, Shell:28, Jupyter:3, YAML:1",Quic、Tor、dapt、mvtec、nsl、tOn、tor,README.md、readme.md、Readme.md,reconstruction/train.py；reconstruction/train_eval.sh；reconstruction/train_eval_latent_size.sh；reconstruction/feature-autoencoder/fae/train.sh；reconstruction/feature-autoencoder/fae/train_fae.py；ssl/one_stage/train_eval.sh,reconstruction/feature-autoencoder/fae/models/models.py,reconstruction/extract_rept.py；reconstruction/feature-autoencoder/fae/models/feature_extractor.py；ssl/two_stage/dataset.py；ssl/two_stage/Mean-Shifted-Anomaly-Detection/datasets.py；ssl/two_stage/PANDA/datasets.py
626,CELLSHIFT: RTT-Aware Trace Transduction for Real-World Website Fingerprinting,加密流量分类与应用识别,中相关,robgjansen/cellshift,https://github.com/robgjansen/cellshift,downloaded,source\cellshift,Rust:10,Tor、tor,README.md、readme.md、Readme.md,,,
630,Clustering Diffusion Model With Frequency-Signal Modulation for Variational Graph Autoencoders,其他AI安全与跨域异常检测,弱相关,FVD,https://github.com/Roiko97/FVD,downloaded,source\FVD,Python:7,Tor、tor,README.md、readme.md、Readme.md,,,
632,Comparative Analysis of Deep Learning Models for Real-World ISP Network Traffic Forecasting,其他AI安全与跨域异常检测,中相关,isp-forecasting-benchmark,https://github.com/koumajos/isp-forecasting-benchmark,downloaded,source\isp-forecasting-benchmark,"Python:38, Shell:9, Jupyter:6",CESNET、TOR、Tor、dapt、sMAP、smap、tor,README.md、readme.md、Readme.md,,src/ETSformer/models/etsformer/model.py；src/ETSformer/models/etsformer/modules.py,
633,Contextual Masking Distillation for Network Traffic Anomaly Detection,入侵检测与网络异常检测,强相关,ConMD,https://github.com/ikun0124/ConMD,downloaded,source\ConMD,Python:1,USTC、dapt、tor,README.md、readme.md、Readme.md,,,
637,DAIR-FedMoE: Hierarchical MoE for Federated Encrypted Traffic Classification under Compound Drift,加密流量分类与应用识别,强相关,DairFM,https://github.com/dairfedmoe/DairFM,downloaded,source\DairFM,"Python:34, YAML:1",ISCX、TOR、Tor、UNSW、USTC、VPN、dapt、iscx,README.md、readme.md、Readme.md,examples/train.py,,dair_fedmoe/utils/dataset.py
638,DALAD: Unsupervised Detection of Global and Local Anomalies in Microservice Systems,时序、日志、KPI 与云原生异常检测,中相关,intse/DALAD,https://github.com/intse/DALAD,downloaded,source\DALAD,Python:10,tor,README.md、readme.md、Readme.md,,,
641,"Decompose to Understand, Fuse to Detect: Frequency-Decoupled Anomaly Detection for Encrypted Network Traffic",其他AI安全与跨域异常检测,强相关,FreeUp,https://github.com/ikun0124/FreeUp,downloaded,source\FreeUp,,,README.md、readme.md、Readme.md,,,
646,Disentangled Graph Prompting for Out-Of-Distribution Detection,图学习、知识图谱与威胁情报,中相关,DGP,https://github.com/BUPT-GAMMA/DGP,downloaded,source\DGP,"Python:32, Shell:1",tor,README.md、readme.md、Readme.md,,model.py,
648,Divergence-Regularized Federated GANs for Effective Cyber-Attack Detection on Non-IID and Unlabeled Edge Activity Data,联邦学习、隐私保护与分布式协同,中相关,FedGAD,https://github.com/TII-25-8978/FedGAD,failed,source\FedGAD,,,,,,
650,DSecO: Domain Name System (DNS) Data as a Knowledge Graph for Enhanced Security Analysis,图学习、知识图谱与威胁情报,弱相关,dns-graph,https://github.com/abhisek/dns-graph,downloaded,source\dns-graph,"JavaScript:5, JSON:2",tor,README.md、readme.md、Readme.md,,,
651,Dual-Masked and Discriminative Reconstruction for Unified Vision Anomaly Detection,其他AI安全与跨域异常检测,中相关,D2Rec,https://github.com/gaobb/D2Rec,downloaded,source\D2Rec,"Python:98, YAML:12",MVTec、TOR、Tor、cert、dapt、mvtec、ton、tor,README.md、readme.md、Readme.md,models/dinov2/run/train/train.py；models/dinov2/train/train.py,,dataset.py
654,Early-Stage Detection of Encrypted Malware Traffic via Multi-Flow Temporal Graph Learning,加密流量分类与应用识别,强相关,DawnGuard,https://github.com/jiajizhe1997/DawnGuard,downloaded,source\DawnGuard,,Tor、USTC、tor,README.md、readme.md、Readme.md,,,
667,Enhancing Intrusion Detection via Interpretable Inter-Flow Spatio-Temporal Graphs and Intra-Flow Features,入侵检测与网络异常检测,强相关,IF2STG,https://github.com/Akap-vv/IF2STG,failed,source\IF2STG,,,,,,
668,Enhancing Trust Management System for Connected Autonomous Vehicles Using Machine Learning Methods: A Survey,数据集、基准、综述与开源工具,弱相关,ML-TMS-CAV-Survey,https://github.com/octoberzzzzz/ML-TMS-CAV-Survey,failed,source\ML-TMS-CAV-Survey,,,,,,
668,Enhancing Trust Management System for Connected Autonomous Vehicles Using Machine Learning Methods: A Survey,数据集、基准、综述与开源工具,弱相关,ML-based-TMSCAV-Survey,https://github.com/octoberzzzzz/ML-based-TMSCAV-Survey,failed,source\ML-based-TMSCAV-Survey,,,,,,
669,Enhancing Website Fingerprinting Attacks against Traffic Drift,加密流量分类与应用识别,强相关,Adaptive-WF-Attack,https://github.com/Xinhao-Deng/Adaptive-WF-Attack,downloaded,source\Adaptive-WF-Attack,"Shell:71, Python:48",Tor、cert、dapt、tor,README.md、readme.md、Readme.md,exp/train.py；wflib_copy/exp/train.py,wflib_copy/WFlib/models/NetCLR.py；wflib_copy/WFlib/tools/model_utils.py；wflib_copy/WFlib/tools/netclr_augmentor.py；wflib_copy/WFlib/tools/netclr_pretrain.py,exp/dataset_process/dataset_split.py；exp/data_analysis/feature_attr.py；wflib_copy/exp/dataset_process/dataset_split.py；wflib_copy/exp/data_analysis/feature_attr.py
671,EO-EPTC: End-to-End Original Traffic-Based Encrypted Proxy Traffic Classification Framework,加密流量分类与应用识别,强相关,wzujhj/EO-EPTC,https://github.com/wzujhj/EO-EPTC,downloaded,source\EO-EPTC,Python:3,nsl、tor,README.md、readme.md、Readme.md,,,
671,EO-EPTC: End-to-End Original Traffic-Based Encrypted Proxy Traffic Classification Framework,加密流量分类与应用识别,强相关,ygchen1/eo-eptc,https://github.com/ygchen1/eo-eptc,downloaded,source\ygchen1_eo-eptc,Python:7,Quic、nsl、quic、tor,README.md、readme.md、Readme.md,,,
683,FedScope—Federated Host Embeddings From Telescope Traffic: Design and Implementation,联邦学习、隐私保护与分布式协同,中相关,fedscope,https://github.com/SmartData-Polito/fedscope,downloaded,source\fedscope,"Python:174, YAML:1, Shell:1",CERT、TOR、Tor、cert、dapt、nsl、quic、sMap,README.md、readme.md、Readme.md,,flwr/server/strategy/architecture_update_fedavg.py,src/preprocess.py
685,Fine-Grained Detection and Analysis of Unknown Encrypted Malicious Traffic From Mixed Noisy Labels,恶意流量、暗网与攻击检测,强相关,Sieve,https://github.com/niebikong/Sieve,downloaded,source\Sieve,"Python:14, JSON:2",cert、dapt、ton、tor,README.md、readme.md、Readme.md,train.py,,
696,Hardware-Aware Neural Architecture Search for Encrypted Traffic Classification on Resource-Constrained Devices,加密流量分类与应用识别,强相关,ProtectIT,https://github.com/SEAlab-unige/ProtectIT,failed,source\ProtectIT,,,,,,
701,Hierarchical Graph Neural Networks for Resilient Intrusion Detection in Consumer IoT With Limited Labeled Data,入侵检测与网络异常检测,强相关,HierGNN,https://github.com/guolong-zheng/HierGNN,downloaded,source\HierGNN,Python:1,Tor、cicids、dapt、tor,README.md、readme.md、Readme.md,,,
703,HKD-Net: Hierarchical Knowledge Distillation Based on Multi-Domain Feature Fusion for Efficient Network Intrusion Detection,入侵检测与网络异常检测,强相关,HKD-Net,https://github.com/lzp8341/HKD-Net,downloaded,source\HKD-Net,Python:7,tor,README.md、readme.md、Readme.md,,,
709,ICAD: Rethinking the Role of Inference and Cues for the Anomaly Detection of Time Series in IIoT,IoT、车联网、工业互联网与边缘安全,中相关,ICAD,https://github.com/Anomaly-Detection3/ICAD,downloaded,source\ICAD,Python:17,SWAT、SWaT、Swat、Tor、WADI、dapt、swat、ton,README.md、readme.md、Readme.md,,model/modules.py,model/dataset_load_no_text.py；model/dataset_trend_text_cluster.py；model/dataset_trend_text_complex.py；model/dataset_trend_text_pattern.py；utils/dataset_trend_text_pattern_picture.py
715,LaGraph: Laplacian-Guided Graph Learning for Time Series Anomaly Detection,图学习、知识图谱与威胁情报,中相关,LaGraph,https://github.com/hit-zsc/LaGraph,downloaded,source\LaGraph,"Python:137, Shell:17, JSON:8",DAPT、Quic、SMD、Tor、dapt、sMAP、smap、ton,README.md、readme.md、Readme.md,,ts_benchmark/models/model_base.py；ts_benchmark/models/model_loader.py,
716,Large Language Model-Based Task Offloading and Resource Allocation for Digital Twin Edge Computing Networks,IoT、车联网、工业互联网与边缘安全,中相关,-LLMBased-Task-Offloading-and-Resource-Allocation-for-DTECN,https://github.com/qiongwu86/-LLMBased-Task-Offloading-and-Resource-Allocation-for-DTECN,failed,source\repo_LLMBased-Task-Offloading-and-Resource-Allocation-for-DTECN,,,,,,
733,MAD-MulW: A Multi-Window Anomaly Detection Framework for BGP Security Events,入侵检测与网络异常检测,强相关,MAD-MulW,https://github.com/2024ChenYP/MAD-MulW,downloaded,source\MAD-MulW,Python:28,KDD、Quic、Tor、dapt、tor,README.md、readme.md、Readme.md,trainer.py；train_model.py,model1.py,dataloader.py
739,Memory Augment Is All You Need for Image Restoration,多媒体、医学、遥感与视频异常检测,弱相关,MemoryNet,https://github.com/zhangbaijin/MemoryNet,downloaded,source\MemoryNet,"Python:14, MATLAB:1, YAML:1",Quic、dapt、tor,README.md、readme.md、Readme.md,train.py,utils/model_utils.py,dataset_RGB.py；utils/dataset_utils.py
745,MT-KD: Multi-Teacher Knowledge Distillation for Privacy-Aware Unlearning in IIoT Intrusion Detection Systems,入侵检测与网络异常检测,强相关,MT-KD,https://github.com/NJS-HZ/MT-KD,downloaded,source\MT-KD,Python:6,tor,,train.py,models.py,datasets.py
757,Multivariate Time Series Anomaly Detection Using Learnable Spatial-Temporal Graph Ordinary Differential Equations Network,时序、日志、KPI 与云原生异常检测,中相关,MAD-ODE,https://github.com/AIOps-tech/MAD-ODE,downloaded,source\MAD-ODE,"Python:78, Jupyter:1",KDD、MSL、SMAP、SMD、SWaT、Tor、WADI、msl,README.md、readme.md、Readme.md,train.py,modelode.py；model/layers.py；model/models.py；model/pytorch/model.py；src/models.py；src1/models.py,script/dataloader.py；util/preprocess.py
769,OIPR: Evaluation for Time-Series Anomaly Detection Inspired by Operator Interest,入侵检测与网络异常检测,强相关,OIPR,https://github.com/weatherjyh/OIPR,downloaded,source\OIPR,"Python:4, YAML:1",dapt、tor,README.md、readme.md、Readme.md,,,
793,"Robust Malicious Network Traffic Detection Framework With Automated Drift Detection, Identification, and Adaptation",恶意流量、暗网与攻击检测,强相关,Argus,https://github.com/Argusaaa/Argus,downloaded,source\Argus,Python:17,Cert、cert、cicids、dapt、tor,README.md、readme.md、Readme.md,,,
796,Saliency-Guided Transformer Attention With Pixel-Level Contrastive Learning for Weakly Supervised Defect Localization,其他AI安全与跨域异常检测,弱相关,STAC,https://github.com/djene-mengistu/STAC,downloaded,source\STAC,"Python:65, Shell:7",MVTEC、MVTEc、MVTec、Tor、dapt、mvtec、nsl、tor,README.md、readme.md、Readme.md,segmentation/train_model_seg.py；segmentation/train_seg.py；STAC-CNN/module/train.py,model_STAC.py；STAC-CNN/module/model.py,datasets_dagm.py；datasets_mtd.py；datasets_mvtec.py；datasets_neu.py；datasets_voc12.py；datasets_voc12_new.py
801,Securing IoT: Unveiling Attacks With Multiview-Multitask Learning,恶意流量、暗网与攻击检测,中相关,MVMTL,https://github.com/3Clinton/MVMTL,downloaded,source\MVMTL,Jupyter:1,UNSW、bot-iot、unsw,README.md、readme.md、Readme.md,,,
805,Silent-App-Aware Federated Machine Unlearning for Encrypted Network Traffic Classification,加密流量分类与应用识别,强相关,FedUnSilApps,https://github.com/sailorlee97/FedUnSilApps,downloaded,source\FedUnSilApps,Python:20,ISCX、MIRAGE、Quic、dapt、iscx、mirage、nsl、quic,README.md、readme.md、Readme.md,utils/trainer_private.py,models/model.py；utils/ModelLogging.py,dataset.py；utils/datasets.py
812,StatGraph: Effective In-Vehicle Intrusion Detection via Multi-View Statistical Graph Learning,入侵检测与网络异常检测,强相关,StatGraph,https://github.com/wangkai-tech23/StatGraph,downloaded,source\StatGraph,Python:48,dapt、tor,README.md、readme.md、Readme.md,BaselineModels/CarHacking/CANet/train-CANet.py；BaselineModels/CarHacking/EfficientNet/train-Efficient.py.py；BaselineModels/CarHacking/MobileNet/train-MobileV3.py；BaselineModels/ROAD/CANet/train-CANet ROAD.py；BaselineModels/ROAD/EfficientNet/train-Efficient ROAD.py；BaselineModels/ROAD/MobileNet/train-MobileV3 ROAD.py,BaselineModels/CarHacking/MobileNet/model_v3.py；BaselineModels/ROAD/MobileNet/model_v3.py,BaselineModels/ROAD/process_ROAD_to_fig.py
820,TIME-VAD: Text-Informed Magnitude Enhancement Feature Learning for Vehicle Accident Detection and Anticipation,IoT、车联网、工业互联网与边缘安全,中相关,TIME-VAD,https://github.com/sumitmishra209/TIME-VAD,downloaded,source\TIME-VAD,"Python:12, JSON:3",Quic、Tor、tor,README.md、readme.md、Readme.md,train.py,model.py,dataset.py
821,Time Will Tell: Criss-Cross Transformer for Encrypted Traffic Analysis,加密流量分类与应用识别,强相关,Amanda-HuaDing/Criss-cross_Traffic_Transformer,https://github.com/Amanda-HuaDing/Criss-cross_Traffic_Transformer,downloaded,source\Criss-cross_Traffic_Transformer,"Python:16, JSON:1",ISCX、Tor、USTC、VPN、tor、vpn,README.md、readme.md、Readme.md,,,
821,Time Will Tell: Criss-Cross Transformer for Encrypted Traffic Analysis,加密流量分类与应用识别,强相关,Criss-cross_,https://github.com/Amanda-HuaDing/Criss-cross_,failed,source\Criss-cross_,,,,,,
829,TraceCluster: A Lightweight and Adaptive Clustering-Based Subgraph Attention Network for APT Detection in Provenance Graphs,图学习、知识图谱与威胁情报,中相关,TraceCluster,https://github.com/CSNS-Lab/TraceCluster,downloaded,source\TraceCluster,Python:7,TOR、Tor、dapt、tor,README.md、readme.md、Readme.md,train.py；train_process.py,,
835,UniNet: A Unified Multi-Granular Traffic Modeling Framework for Network Security,加密流量分类与应用识别,强相关,UniNet,https://github.com/Binghui99/UniNet,downloaded,source\UniNet,"Jupyter:12, Python:5",QUIC、TOR、Tor、UNSW、quic、tor、vPn,README.md、readme.md、Readme.md,,,
844,When Unknown Threat Meets Label Noise: A Self-Correcting Framework,入侵检测与网络异常检测,强相关,AEGIS-Net,https://github.com/niebikong/AEGIS-Net,downloaded,source\AEGIS-Net,"Python:8, Jupyter:2, Shell:1",CICIDS、ISCX、cert、dapt、ton、tor,README.md、readme.md、Readme.md,training.py；training.sh,Network.py,extract_features.py；util/datasets.py
